MCES	Nonconformity	Ion Type
10.15	1.0105224609374943	[M+H]+
9.31	-0.11010131835936932	[M+H]+
11.414	0.9493576049804631	[M-H]-
10.695	9.490370178222662	[M-H]-
10.85	1.6249206542968722	[M+H]+
9.89	-4.0218963623046875	[M+H]+
11.0	0.98968505859375	[M-H]-
10.65	2.4462890625	[M+H]+
10.65	1.695664978027338	[M-H]-
10.33	-0.7810913085937443	[M+H]+
10.74	0.5170043945312557	[M-H]-
9.914	-3.7999206542968693	[M-H]-
12.2	-20.24455566406249	[M+Na]+
12.2	2.902914428710943	[M+H]+
12.2	5.960539245605474	[M-H]-
9.94	-8.998190307617193	[M+H]+
9.94	1.6497894287109318	[M+Na]+
9.94	4.642480468749994	[M-H]-
10.05	-8.171475219726574	[M-H]-
10.13	1.8609436035156364	[M-H]-
9.94	-6.208593750000006	[M+H]+
9.94	4.073355102539068	[M+Na]+
9.94	4.799597167968756	[M-H]-
10.83	-1.2490051269531364	[M-H]-
9.86	-0.9562643432617222	[M+H]+
9.86	-1.8405609130859375	[M-H]-
9.78	-3.228781127929693	[M+H]+
9.78	-6.067858886718739	[M-H]-
10.27	-5.512298583984375	[M+H]+
10.35	-9.065786743164068	[M-H]-
10.35	-2.79931640625	[M+H]+
9.55	-8.922299194335949	[M-H]-
15.78	5.9805450439453125	[M+Na]+
15.78	3.456167602539068	[M-H]-
12.2	4.032975769042963	[M-H]-
8.086	7.426460266113281	[M-H]-
10.67	-2.2796447753906364	[M+Na]+
10.67	1.4553924560546818	[M+H]+
10.67	-4.475042724609381	[M-H]-
13.03	2.0702636718750114	[M-H]-
8.4	1.2847900390625	[M-H]-
9.83	2.2386047363281136	[M+Na]+
9.98	-17.459628295898426	[M-H]-
10.95	2.3011627197265625	[M+Na]+
10.85	-0.13370666503905682	[M+H]+
10.3	-4.352185058593761	[M+H]+
10.3	-2.8647216796875057	[M-H]-
10.49	-0.18116455078126137	[M+H]+
10.49	4.320672607421869	[M-H]-
10.39	71.25243530273437	[M-H]-
10.92	-6.892816162109369	[M+Na]+
8.33	-6.6286773681640625	[M+Na]+
8.33	0.16632385253905113	[M+H]+
12.19	2.720501708984372	[M+H]+
12.19	2.784414672851568	[M-H]-
9.94	4.4290313720703125	[M+Na]+
10.3	3.437136840820301	[M+H]+
11.23	-0.2617340087890625	[M+Na]+
11.45	-2.248171997070301	[M+Na]+
11.164	-4.088449096679682	[M+Na]+
10.48	-4.223950195312511	[M+H]+
10.48	-5.027795410156244	[M+Na]+
10.48	-3.485501098632824	[M-H]-
10.5	8.214871215820324	[M-H]-
9.74	-5.499548339843756	[M-H]-
37.03	-59.071044921875	[M+Na]+
37.03	-56.134478759765614	[M+H]+
37.03	-62.84230957031252	[M-H]-
10.03	-2.0617187500000114	[M+H]+
10.03	5.373278808593739	[M+Na]+
11.22	-0.3800720214843807	[M+H]+
11.414	4.137719726562494	[M+H]+
11.414	-5.3074951171875	[M+Na]+
11.414	7.118682861328125	[M-H]-
9.45	-4.781771850585926	[M+Na]+
9.45	-0.6561218261718693	[M+H]+
9.39	-0.03767700195311363	[M-H]-
10.5	-8.340408325195312	[M-H]-
10.22	2.3109985351562443	[M+Na]+
10.22	-1.1686553955078125	[M+H]+
10.65	2.503347778320318	[M+Na]+
10.65	-6.946704101562489	[M-H]-
9.98	-2.2064453124999943	[M+H]+
9.98	-2.983456420898449	[M+Na]+
15.26	24.607722473144534	[M-H]-
16.97	1.6393005371093636	[M-H]-
26.02	-19.55662841796874	[M+Na]+
26.02	-9.689428710937477	[M+H]+
26.02	-30.567163085937523	[M-H]-
17.14	11.487371350878902	[M-H]-
9.95	1.206298828125	[M+H]+
10.0	-3.06890869140625	[M+H]+
10.0	0.9591552734374886	[M-H]-
9.94	-4.230416870117182	[M+H]+
10.49	8.41565551757813	[M+Na]+
10.49	6.734710693359375	[M+H]+
10.49	-1.7629638671874943	[M-H]-
9.99	-3.1162109375	[M+H]+
14.27	-13.16339111328125	[M+H]+
14.27	-4.224200439453114	[M+Na]+
14.27	-14.623083496093756	[M-H]-
10.836	6.533850097656227	[M+H]+
10.836	-18.105505371093756	[M+Na]+
10.836	-17.59754638671876	[M-H]-
9.695	1.2301086425781307	[M+H]+
10.33	55.26667175292968	[M-H]-
10.47	-2.3865783691406364	[M+Na]+
10.47	-3.109341430664074	[M+H]+
10.47	-5.22467041015625	[M-H]-
10.47	-2.8093414306640625	[M+H]+
10.47	-1.8865783691406364	[M+Na]+
10.47	-4.924670410156239	[M-H]-
14.53	-8.368179321289062	[M+H]+
14.53	39.327374267578136	[M+Na]+
10.5	-1.0965209960937443	[M-H]-
10.445	0.5192596435546761	[M+Na]+
10.445	1.4145019531250114	[M+H]+
10.445	12.848004150390636	[M-H]-
9.5	2.8269714355468807	[M-H]-
9.03	-11.466589355468756	[M+H]+
9.03	-3.6858947753906364	[M+Na]+
11.94	-6.495428466796881	[M+H]+
11.94	-6.710864257812489	[M+Na]+
11.94	-12.836669921875	[M-H]-
10.88	-0.19134521484375	[M+H]+
10.88	8.200280761718744	[M+Na]+
11.6	0.304962158203125	[M+H]+
10.0	2.524374389648443	[M+H]+
9.805	-11.556277465820301	[M+H]+
10.0	1.9440124511718864	[M+H]+
10.0	-10.576196289062494	[M+Na]+
10.0	-5.158489990234386	[M-H]-
10.5	-2.1608703613281364	[M+H]+
10.5	8.531115722656239	[M+Na]+
10.5	10.491320800781239	[M-H]-
10.12	-11.255810546875011	[M+H]+
10.12	0.5140045166015739	[M+Na]+
10.12	-0.5800933837890625	[M-H]-
10.17	-12.112594604492188	[M+H]+
11.305	6.942742919921898	[M+H]+
11.305	14.820837402343727	[M+Na]+
11.305	5.630444335937511	[M-H]-
10.17	-4.776330566406244	[M+Na]+
10.17	-10.247891235351574	[M+H]+
10.555	7.7351226806640625	[M+Na]+
10.555	-1.7920501708984489	[M+H]+
10.555	6.814813232421869	[M-H]-
10.47	-0.595794677734375	[M+H]+
9.53	-2.7454833984375	[M+H]+
12.055	1.2986877441406364	[M+H]+
12.055	1.0034820556640511	[M+Na]+
11.055	4.886404418945318	[M+Na]+
11.055	-2.179473876953125	[M-H]-
11.055	0.6502777099609318	[M+H]+
10.5	-0.9250732421874943	[M+Na]+
10.76	2.6018737792968807	[M+Na]+
13.13	-4.099822998046875	[M+H]+
10.15	-2.3653564453125	[M+H]+
10.664	3.8212707519531364	[M-H]-
10.48	1.26446533203125	[M+Na]+
10.48	-1.636444091796875	[M+H]+
9.414	-3.5966339111328125	[M+Na]+
9.414	-3.536163330078125	[M+H]+
10.11	1.7324584960937557	[M+Na]+
9.74	-1.03558349609375	[M+Na]+
10.5	-5.9455108642578125	[M-H]-
10.25	-0.824676513671875	[M+Na]+
10.25	-2.520816040039051	[M+H]+
6.26	-10.425772094726568	[M+Na]+
6.26	-9.566296386718761	[M+H]+
6.26	-1.2225280761718693	[M-H]-
10.5	1.1998718261718864	[M+Na]+
10.86	1.4562835693359375	[M+Na]+
8.98	-3.9907775878906193	[M-H]-
9.37	0.06477966308594318	[M+Na]+
8.89	1.9269226074218864	[M-H]-
10.0	1.0682693481445256	[M+H]+
9.86	3.803858947753909	[M-H]-
14.02	5.558154296874989	[M+H]+
14.02	2.4878051757812614	[M-H]-
10.586	3.0725387573242244	[M+H]+
9.95	-2.775146484375	[M+H]+
10.55	0.17620086669921875	[M+H]+
10.38	0.7142440795898466	[M-H]-
7.78	5.726318359375	[M-H]-
9.89	1.8321502685546989	[M+Na]+
7.87	2.7422607421875114	[M-H]-
10.0	0.4945434570312557	[M+Na]+
10.36	-5.7512359619140625	[M+Na]+
10.36	1.28521728515625	[M+H]+
10.36	-12.91021728515625	[M-H]-
10.86	-31.80988769531251	[M+Na]+
12.81	0.009458923339849434	[M+H]+
12.81	1.7426879882812614	[M+Na]+
10.49	8.434222412109364	[M+Na]+
10.49	-16.07581787109376	[M+H]+
10.77	-2.4242675781250114	[M+Na]+
10.77	-3.103488159179676	[M-H]-
10.5	-1.1856842041015625	[M-H]-
10.5	9.595767211914051	[M-H]-
9.805	2.90594482421875	[M+Na]+
9.805	-9.037332153320307	[M+H]+
10.37	-4.632342529296864	[M+Na]+
10.37	-2.8377319335937443	[M-H]-
9.78	1.5179016113281136	[M+Na]+
9.69	0.21970520019530682	[M+H]+
9.69	-4.4153594970703125	[M+Na]+
9.69	-2.3539886474609375	[M-H]-
10.25	-2.221560668945301	[M+Na]+
10.27	-4.999121093750006	[M+Na]+
10.27	-7.396032714843756	[M+H]+
10.27	-1.2960357666015625	[M-H]-
10.49	-5.250796508789051	[M+H]+
11.47	-12.357836914062489	[M+Na]+
10.35	-4.216949462890625	[M+Na]+
11.27	-3.697598266601574	[M+Na]+
10.36	1.6649353027343636	[M+Na]+
10.99	-0.9487640380859261	[M+Na]+
11.06	8.38311767578125	[M+Na]+
11.06	6.8399505615234375	[M-H]-
10.78	9.02898559570312	[M+Na]+
10.81	7.032318115234375	[M+Na]+
10.42	2.6602722167968693	[M+Na]+
9.17	-16.37517089843749	[M+Na]+
9.17	-12.463159179687494	[M+H]+
8.95	9.927331542968744	[M-H]-
11.51	-1.98834228515625	[M+Na]+
13.164	-6.785711669921881	[M+H]+
13.164	-10.992831420898426	[M+Na]+
9.95	-10.655868530273438	[M+Na]+
10.0	-5.401831054687506	[M-H]-
10.0	-20.98164062500001	[M+Na]+
10.0	-20.46379394531249	[M-H]-
10.0	2.9076690673828125	[M+H]+
10.72	-1.3362884521484375	[M-H]-
9.17	-1.3114562988281193	[M-H]-
9.98	-17.98676757812501	[M+Na]+
10.78	-14.628555297851562	[M+Na]+
10.42	13.279992675781244	[M-H]-
9.22	-2.5703308105468636	[M-H]-
8.94	8.011822509765636	[M-H]-
10.305	-23.084066772460943	[M-H]-
10.5	-0.019750976562505684	[M+Na]+
10.5	-1.0056396484374943	[M+H]+
10.5	-22.872460937499994	[M-H]-
10.5	-20.277203369140636	[M+H]+
10.5	-14.863116455078114	[M-H]-
9.6	-1.683685302734375	[M+H]+
9.6	-1.9735168457031307	[M-H]-
10.49	-2.642404174804682	[M+H]+
10.49	-2.3259216308593693	[M+Na]+
10.49	0.09100952148438068	[M-H]-
10.2	16.28186645507813	[M+Na]+
10.2	3.349404907226557	[M+H]+
10.2	0.6588195800781307	[M-H]-
10.45	-4.014410400390631	[M-H]-
13.53	11.448211669921875	[M+Na]+
13.53	-13.478231811523443	[M-H]-
11.28	-3.721435546875	[M-H]-
10.64	-3.772613525390625	[M+Na]+
10.64	-4.004513549804699	[M-H]-
10.88	3.0393249511718636	[M-H]-
10.45	1.8452331542968636	[M-H]-
9.914	-0.6238372802734489	[M+H]+
10.45	-0.4995513916015568	[M+H]+
10.0	2.4907470703124943	[M+Na]+
10.5	13.55805053710938	[M+Na]+
10.5	-2.2518066406250057	[M-H]-
9.805	-2.263192749023432	[M+Na]+
9.805	-0.5334808349609261	[M+H]+
10.445	6.010836791992176	[M-H]-
10.5	-2.8488037109374886	[M+Na]+
10.5	-1.0581848144531136	[M+H]+
10.5	-5.623193359374994	[M-H]-
10.19	1.0417938232421875	[M+H]+
10.19	7.18316650390625	[M+Na]+
9.35	1.7941070556640568	[M+H]+
10.35	-3.2353576660156307	[M+Na]+
10.35	-1.1648071289062614	[M+H]+
10.35	3.521871948242193	[M-H]-
10.0	0.4809173583984432	[M+Na]+
10.49	1.2340148925781307	[M+Na]+
9.305	-3.3883239746093636	[M+H]+
9.305	-1.6924377441406193	[M+Na]+
11.45	0.5148590087890739	[M+Na]+
9.305	-2.644552612304693	[M+Na]+
9.305	-0.9514282226562614	[M+H]+
9.305	-0.7049926757812557	[M-H]-
10.05	-5.604870605468761	[M+Na]+
10.05	-0.4823170646484414	[M+H]+
10.336	-3.1282836914062386	[M-H]-
10.33	2.7959533691406193	[M-H]-
10.19	-3.723837280273443	[M-H]-
8.72	0.5968994140625057	[M-H]-
14.13	3.223358154296875	[M+Na]+
10.5	3.0837554931640625	[M+H]+
10.5	14.530920410156256	[M+Na]+
10.5	-1.87554931640625	[M-H]-
10.5	-1.1639221191406364	[M+H]+
10.5	18.497943115234364	[M-H]-
10.5	13.05530395507813	[M-H]-
10.44	2.6248962402343636	[M-H]-
10.445	4.227044677734369	[M-H]-
10.52	3.712771606445301	[M-H]-
31.45	34.99179687499998	[M+H]+
31.45	42.49128417968751	[M-H]-
10.47	3.4332153320312386	[M-H]-
10.74	8.640716552734375	[M-H]-
10.49	10.732745361328114	[M-H]-
11.44	13.211755371093744	[M-H]-
10.48	4.950674438476568	[M+H]+
10.48	11.527301025390614	[M-H]-
10.414	-4.179760742187511	[M+H]+
10.414	-1.6464447021484432	[M-H]-
10.47	-6.050213623046886	[M+H]+
10.47	3.2247375488281307	[M-H]-
28.28	22.33050537109375	[M+H]+
28.28	17.414251708984352	[M-H]-
16.44	16.247088623046864	[M+H]+
16.44	26.918084716796898	[M-H]-
13.836	24.86021728515624	[M+H]+
13.836	29.201818847656227	[M+Na]+
13.836	31.338238525390636	[M-H]-
9.48	6.5179443359375	[M+H]+
10.586	-17.38225708007812	[M+Na]+
10.586	-3.1746948242187614	[M-H]-
10.5	-5.756854248046864	[M+Na]+
10.5	-0.7809692382812443	[M+H]+
10.5	2.9545837402343693	[M+H]+
9.95	-1.6592315673828182	[M+H]+
9.95	-6.285845947265614	[M-H]-
9.37	-2.8897552490234375	[M+H]+
9.37	-1.6438720703125114	[M-H]-
10.0	-5.519134521484375	[M-H]-
10.0	-6.8784942626953125	[M+H]+
39.3	17.869476318359375	[M+H]+
39.3	-4.125292968749989	[M-H]-
11.38	20.577542114257824	[M-H]-
10.35	4.562365722656239	[M-H]-
10.35	-0.3771606445312443	[M+H]+
10.49	3.5352783203125	[M-H]-
10.45	1.9681121826171761	[M-H]-
19.4	-32.53807983398437	[M+H]+
10.72	-8.652850341796864	[M+H]+
10.72	-7.816973876953114	[M-H]-
10.0	8.734500122070301	[M+Na]+
10.0	1.7778350830078011	[M+H]+
10.28	3.4091796875	[M+Na]+
10.28	-7.690298461914068	[M+H]+
10.28	-9.623947143554688	[M-H]-
10.03	-1.5920623779296932	[M+H]+
10.03	-2.114471435546875	[M-H]-
10.305	-7.513153076171875	[M+H]+
10.305	-3.6482177734374943	[M-H]-
10.17	1.4639373779296818	[M-H]-
10.17	0.2868865966796932	[M+H]+
9.94	-7.019357299804682	[M+H]+
10.47	3.7030517578124886	[M-H]-
10.664	-0.15660705566406818	[M+H]+
8.83	-1.1190826416015511	[M-H]-
14.2	12.995919799804682	[M+Na]+
14.2	5.553936767578136	[M+H]+
14.2	-6.6286468505859375	[M-H]-
10.97	-6.925585937499989	[M+H]+
10.97	-9.567138671875	[M+Na]+
10.97	-11.14177856445312	[M-H]-
8.85	-0.7075958251953125	[M+H]+
8.85	-8.794143676757812	[M+Na]+
8.85	-1.3550598144531136	[M-H]-
9.98	-9.309173583984375	[M+H]+
9.98	-5.268792724609369	[M+Na]+
9.98	-7.6291351318359375	[M-H]-
8.56	0.12655029296874432	[M+Na]+
8.56	-2.683474731445301	[M+H]+
9.76	-3.0323120117187443	[M-H]-
10.38	0.24617919921874432	[M+H]+
7.934	2.3935913085937557	[M+Na]+
10.89	1.053497314453125	[M+Na]+
9.72	-1.7098571777343636	[M+Na]+
10.5	-3.5895568847656136	[M+H]+
10.0	2.0350219726562386	[M+Na]+
10.0	-7.878588867187489	[M+H]+
9.92	-1.3549011230468864	[M+Na]+
9.92	0.07426147460938637	[M-H]-
8.33	-3.0052246093750057	[M+Na]+
8.33	-0.9235382080078125	[M-H]-
10.5	-4.334054565429682	[M+Na]+
10.5	-3.9106628417968636	[M+H]+
9.97	3.4008117675781193	[M+H]+
9.97	-2.8999755859375114	[M+Na]+
9.97	1.2505310058593864	[M-H]-
10.3	2.543795776367176	[M+Na]+
11.164	-6.304312133789068	[M+H]+
11.164	-8.562869262695301	[M+Na]+
11.164	-1.9573303222656193	[M-H]-
10.38	-6.063787841796881	[M-H]-
10.4	-6.512957763671864	[M+H]+
10.4	-5.350878906249989	[M-H]-
10.47	7.030871582031239	[M+H]+
10.47	-0.09576721191405113	[M-H]-
9.98	4.334753417968756	[M+H]+
9.98	-6.069738769531256	[M+Na]+
9.98	-1.255859375	[M-H]-
9.98	-3.019735717773443	[M+H]+
9.98	-3.5370605468750114	[M+Na]+
9.98	5.137615966796886	[M-H]-
10.945	66.67583618164062	[M-H]-
10.08	-9.940948486328125	[M-H]-
9.49	-3.9533264160156136	[M-H]-
9.74	-3.3983032226562386	[M-H]-
10.19	1.1208354011718882	[M+H]+
10.76	-18.654541015625	[M-H]-
10.86	-2.60302734375	[M+Na]+
10.86	-2.1671386718749943	[M+H]+
10.63	8.03441772460937	[M+Na]+
10.63	8.294598388671886	[M+H]+
10.63	12.15942993164063	[M-H]-
10.5	-11.639298535937513	[M+Na]+
10.5	-11.43347978437501	[M+H]+
10.5	2.4293273925781307	[M-H]-
10.03	-2.8020202636718636	[M+H]+
10.03	-3.234375	[M+Na]+
10.03	-4.311779785156261	[M-H]-
9.914	-6.991156005859381	[M-H]-
10.27	0.05093688964842613	[M-H]-
8.63	-2.1498474121093807	[M+H]+
8.63	-5.240270996093756	[M+Na]+
9.914	-0.7443115234374886	[M+H]+
10.0	-4.20135498046875	[M+H]+
9.2	-1.1741271972656193	[M-H]-
10.99	1.9141845703125	[M+H]+
10.99	-0.2947998046875	[M+Na]+
10.5	-7.18597412109375	[M+H]+
10.5	-7.691046142578131	[M+Na]+
10.5	-11.999066162109386	[M-H]-
10.74	-0.14170227050780682	[M-H]-
9.61	-1.2412017822265682	[M+H]+
9.61	1.5531494140624886	[M-H]-
10.0	3.9251037597656193	[M+Na]+
10.0	-0.8753601074218693	[M+H]+
10.0	-9.02471923828125	[M-H]-
10.47	-10.754425048828125	[M+Na]+
10.47	-10.531750488281261	[M-H]-
10.39	-1.8189605712890682	[M+Na]+
10.39	-1.3147338867187557	[M-H]-
9.164	-3.2199645996093693	[M+H]+
9.164	-2.1633850097656193	[M+Na]+
9.164	-4.657800292968744	[M-H]-
10.0	-7.712261962890636	[M+Na]+
9.664	-13.423696899414068	[M+Na]+
9.94	-2.3456359863281193	[M-H]-
10.0	-7.379464721679682	[M+H]+
9.98	-5.954925537109375	[M+H]+
10.48	-0.5883270263671818	[M+H]+
10.48	-2.572845458984375	[M-H]-
10.89	-3.062600708007807	[M+Na]+
10.03	0.05831604003907387	[M-H]-
10.0	-7.16436767578125	[M+H]+
10.0	-20.848120117187506	[M+Na]+
9.98	7.177941894531244	[M+Na]+
9.98	58.369787597656256	[M-H]-
10.5	-11.921038818359364	[M+Na]+
10.5	-4.942022705078131	[M+H]+
10.5	-4.5901947021484375	[M-H]-
10.5	-1.1826904296875114	[M+H]+
10.5	-11.224145507812494	[M+Na]+
10.5	-4.243719482421881	[M-H]-
10.2	-12.838208007812511	[M+Na]+
10.2	-4.9298095703125	[M+H]+
9.97	-1.1575347900390511	[M+Na]+
9.97	-2.6581176757812557	[M+H]+
9.97	-3.052581787109375	[M-H]-
9.76	-1.6798461914062557	[M+Na]+
10.15	0.4900146484374943	[M+H]+
9.98	-4.2760162353515625	[M+H]+
10.445	-0.7140838623046761	[M+H]+
10.445	-2.2426940917968636	[M-H]-
9.99	2.429718017578125	[M+H]+
9.99	5.278558349609369	[M+Na]+
10.5	-0.7248291015625057	[M+H]+
10.5	-5.924163818359375	[M+Na]+
10.5	2.5068542480468636	[M-H]-
9.01	1.2451904296875114	[M-H]-
11.64	3.3601196289062614	[M-H]-
10.0	-1.7240722656250114	[M+H]+
10.0	4.114575195312511	[M+Na]+
10.0	-1.9214813232421761	[M-H]-
10.37	8.48932495117188	[M+Na]+
10.45	64.1007110595703	[M-H]-
9.914	3.8943908691406364	[M+H]+
10.555	6.208016967773432	[M+H]+
10.555	15.991131591796886	[M+Na]+
10.555	4.915985107421875	[M-H]-
9.945	-3.5096496582031307	[M+Na]+
9.945	-0.4047180175781193	[M+H]+
9.945	-4.468426513671886	[M-H]-
10.4	-3.5895507812500114	[M-H]-
10.664	-16.801660156249994	[M+Na]+
10.38	-4.919110107421886	[M+Na]+
10.38	-8.418792724609375	[M+H]+
10.38	-12.613690185546886	[M-H]-
9.98	-6.195587158203125	[M+H]+
9.98	0.35585327148436363	[M+Na]+
10.49	3.4577209472656136	[M+H]+
10.49	12.727185058593761	[M-H]-
9.99	67.84028930664061	[M+H]+
9.99	-1.6536315917968807	[M+Na]+
9.99	-4.782415771484381	[M-H]-
10.0	-7.561776733398432	[M+Na]+
10.0	-3.2104919433593864	[M-H]-
10.0	1.2752624511718693	[M+H]+
10.0	-3.840606689453125	[M+Na]+
10.0	1.4570861816406193	[M+H]+
10.0	-0.4046264648437443	[M-H]-
10.48	-2.002532958984375	[M+Na]+
10.48	-4.496795654296875	[M-H]-
10.33	-4.761383056640625	[M+Na]+
10.33	-11.42706909179688	[M-H]-
10.53	9.921966552734375	[M+Na]+
10.53	45.85094604492187	[M-H]-
10.22	-2.7731201171874886	[M+Na]+
10.22	-6.107427978515631	[M-H]-
9.63	6.225683593750006	[M+H]+
10.5	10.35289916992187	[M+Na]+
10.5	6.785528564453131	[M+H]+
10.414	-5.9326171875	[M+Na]+
10.414	-2.6721954345703125	[M-H]-
10.414	-5.740106201171869	[M+H]+
10.0	8.598977661132807	[M-H]-
10.5	-8.798440551757807	[M+Na]+
10.5	3.2868469238281364	[M+H]+
10.5	3.5889129638671875	[M-H]-
10.0	2.1344360351562557	[M+Na]+
10.0	0.6304138183593864	[M+H]+
10.445	0.8929870605468864	[M+Na]+
10.445	-2.8359619140624943	[M+H]+
10.445	1.6571533203124886	[M-H]-
12.25	3.7910232543945312	[M+H]+
9.914	-2.465786743164074	[M+H]+
12.555	3.090969848632824	[M+Na]+
12.555	6.038433837890636	[M+H]+
12.555	-27.727813720703125	[M-H]-
8.914	-2.86669921875	[M+Na]+
8.914	-1.0888824462890625	[M+H]+
10.81	-0.8304504394531307	[M+H]+
10.81	-0.12114257812498863	[M+Na]+
10.11	-17.879498291015636	[M-H]-
10.11	1.8387878417968864	[M+H]+
11.586	1.033233642578125	[M+H]+
10.58	-0.5263732910156307	[M+H]+
11.13	1.4194580078124943	[M-H]-
9.75	1.0927551269531364	[M-H]-
10.49	-3.1483947753906136	[M+H]+
10.49	-1.0505187988281364	[M+Na]+
10.0	-12.44653930664063	[M+Na]+
10.0	-3.1281066894531193	[M-H]-
10.5	7.997747802734381	[M+H]+
13.01	0.4251647949218693	[M+Na]+
13.01	0.5050109863281307	[M+H]+
46.06	-43.36490478515623	[M+Na]+
46.06	-51.1948303222656	[M-H]-
46.06	-44.82440185546875	[M+H]+
10.0	-12.743038940429699	[M+Na]+
10.42	0.09670104980469318	[M+H]+
10.0	-1.6953582763671875	[M+H]+
10.5	0.6797088623046932	[M+H]+
10.5	-0.1134490966796875	[M-H]-
11.75	0.860260009765625	[M+H]+
10.42	70.48375244140624	[M+H]+
10.42	-4.16400146484375	[M+Na]+
13.305	-51.68144531249999	[M-H]-
9.95	-4.150469970703114	[M+H]+
9.52	-1.0377319335937614	[M+H]+
9.52	-5.431057739257824	[M+Na]+
9.52	1.5655303955078068	[M-H]-
11.11	4.13763427734375	[M+Na]+
11.11	2.8741638183593636	[M-H]-
10.48	-1.7543518066406136	[M+H]+
10.48	-3.1134399414062557	[M-H]-
10.5	7.99462890625	[M-H]-
9.195	-1.5121582031250114	[M+Na]+
9.195	-12.557769775390625	[M+H]+
9.195	-1.0940490722656193	[M-H]-
10.42	-7.541284179687494	[M+H]+
10.42	2.105618286132824	[M+Na]+
10.42	-1.1834930419921932	[M-H]-
10.38	-9.925039672851568	[M-H]-
10.0	-2.7645721435546875	[M-H]-
9.945	-4.4713287353515625	[M-H]-
10.74	-13.016171264648449	[M+Na]+
10.74	9.841989135742182	[M-H]-
7.902	1.8728820800781136	[M+Na]+
7.902	-0.7781707763671761	[M+H]+
10.5	-1.47509765625	[M+H]+
10.5	-0.8612915039062443	[M+Na]+
10.5	-1.9057128906250114	[M-H]-
10.195	8.72826538085937	[M+H]+
10.42	64.95059204101562	[M-H]-
9.89	-6.681619262695307	[M+H]+
9.89	-1.8364440917968636	[M-H]-
12.92	0.8563018798828068	[M+H]+
14.42	5.138006591796881	[M+Na]+
17.75	5.089517211914057	[M+Na]+
17.75	-0.8812713623046875	[M+H]+
12.33	0.6806579589843693	[M+H]+
10.49	-15.675802612304693	[M+H]+
10.49	10.034222412109386	[M+Na]+
10.49	72.89603271484373	[M-H]-
10.77	-1.903472900390625	[M-H]-
9.94	-3.5248046874999943	[M+H]+
12.02	-8.68639526367187	[M+Na]+
12.02	-6.220797729492176	[M-H]-
11.63	-3.463497924804699	[M-H]-
10.2	5.430517578125006	[M+Na]+
10.195	-4.291775512695324	[M+Na]+
10.61	-1.50128173828125	[M+Na]+
10.19	-3.3321044921875114	[M+Na]+
9.95	2.749481201171875	[M+Na]+
10.76	5.482598876953119	[M+H]+
10.35	-0.347076416015625	[M+H]+
11.3	6.661312866210949	[M+H]+
6.63	1.4021179199218636	[M+H]+
10.0	6.038488769531256	[M+Na]+
10.195	6.099179077148449	[M+Na]+
10.36	1.7955200195312386	[M+Na]+
10.36	-0.4217529296875	[M-H]-
11.51	10.050869750976574	[M+Na]+
10.37	-0.4425506591796875	[M+Na]+
10.75	0.590118408203125	[M-H]-
9.63	-2.6792480468749886	[M-H]-
9.61	-7.023431396484369	[M+Na]+
9.61	0.0845794677734375	[M-H]-
10.5	0.13177490234375	[M+Na]+
10.5	-0.5102416992187386	[M+H]+
10.5	2.571014404296875	[M-H]-
13.22	-0.7277648925781364	[M+Na]+
13.22	3.7438232421874886	[M+H]+
10.0	4.3125457763671875	[M+Na]+
10.9	3.520162963867193	[M-H]-
10.35	-1.420928955078125	[M+H]+
10.4	50.01502685546876	[M+Na]+
10.4	-1.256988525390625	[M-H]-
13.02	3.892102050781247	[M+H]+
9.63	0.18467102050780682	[M+Na]+
9.63	-0.8338104248046818	[M-H]-
12.664	-1.09417724609375	[M+Na]+
12.664	-3.7547119140625114	[M+H]+
12.664	-23.84295654296875	[M-H]-
10.195	-3.892669677734375	[M+Na]+
10.87	-11.026660156249989	[M+Na]+
16.9	0.05485839843748863	[M-H]-
9.52	3.0298706054687443	[M+Na]+
9.75	4.227642822265636	[M+Na]+
10.805	-2.5144409179687557	[M+Na]+
9.87	3.141787719726551	[M-H]-
10.0	-11.932763671874994	[M+Na]+
10.4	1.8102874755859375	[M+Na]+
9.52	-8.30236206054687	[M+Na]+
9.52	0.107452392578125	[M-H]-
10.1	0.7843261718749943	[M-H]-
10.42	-7.488598632812511	[M+Na]+
10.42	56.50251159667968	[M-H]-
10.49	-3.5685180664062557	[M+H]+
23.27	-29.15367431640624	[M+Na]+
23.27	-46.3016357421875	[M-H]-
10.48	6.293063354492176	[M+Na]+
24.12	-30.61705322265624	[M+Na]+
24.12	-49.00520019531251	[M-H]-
10.08	5.522222900390631	[M+Na]+
10.37	8.780548095703125	[M+Na]+
10.88	3.5064514160156364	[M+Na]+
10.0	7.263116455078119	[M+Na]+
9.95	3.738189697265625	[M+H]+
10.33	1.7052978515625057	[M-H]-
10.11	5.498852539062511	[M+Na]+
9.95	5.393505859375011	[M+Na]+
11.586	-2.8671997070312614	[M+H]+
9.89	1.9450744628906307	[M+Na]+
11.4	-0.22947998046873863	[M-H]-
10.0	3.604489135742199	[M+H]+
10.0	5.550585937499989	[M+Na]+
10.8	0.8790008544921761	[M+H]+
10.8	-3.4124084472656193	[M-H]-
10.35	-3.2353088378906136	[M+H]+
10.35	1.5150817871093807	[M+Na]+
15.6	5.049542236328136	[M+Na]+
9.836	0.26036376953123863	[M+H]+
9.836	-2.2536773681640625	[M+Na]+
14.26	-2.6075897216796875	[M+Na]+
