MCES	Nonconformity	Ion Type
10.17	1.968618774	[M+Na]+
9.8	2.934050903	[M+H]+
10	-3.995837402	[M+H]+
10.3	5.061271973	[M+H]+
8.586	-4.343215332	[M+H]+
10.36	3.012119141	[M+H]+
10.24	-0.754122314	[M+H]+
9.75	1.398361816	[M-H]-
10	3.567053223	[M-H]-
9.94	1.060600586	[M+H]+
9.74	6.78036499	[M-H]-
10.49	2.411221924	[M+H]+
10.28	-2.816487427	[M+H]+
9.695	-2.044285889	[M+H]+
8.44	-1.515313721	[M+Na]+
9.85	-3.689147339	[M+Na]+
9.7	-0.737208862	[M+H]+
9.94	1.575404053	[M+Na]+
8.805	5.608372192	[M+Na]+
8.914	3.399627075	[M+Na]+
9.98	0.905454102	[M+H]+
9.695	-1.342126465	[M-H]-
10	-1.420708008	[M+H]+
10.19	-0.936883545	[M-H]-
9.89	4.261848755	[M+H]+
9.61	-3.281211548	[M-H]-
9.95	3.399655762	[M+H]+
9.914	-0.332681885	[M+H]+
9.45	2.927568359	[M+Na]+
9.67	-2.344786377	[M-H]-
10.28	-7.574451294	[M+Na]+
10.195	1.091199951	[M+H]+
10.47	-5.97565918	[M+H]+
9.22	-3.575733643	[M+Na]+
9.89	0.115561523	[M+H]+
10.336	-1.2777771	[M-H]-
9.63	-1.084897461	[M+H]+
10.414	4.379351196	[M+Na]+
10.25	0.846820068	[M+Na]+
10	0.939227295	[M-H]-
9.5	0.253475342	[M-H]-
9.5	-8.907758789	[M+Na]+
9.78	0.024822998	[M-H]-
9.98	1.097425537	[M+H]+
9.98	-1.411310425	[M+H]+
10.08	-1.784464111	[M+H]+
10.27	-22.81955383	[M+H]+
8.98	0.184573975	[M-H]-
10.48	5.7347229	[M+Na]+
9.22	1.345187988	[M+H]+
8.5	0.431655273	[M+Na]+
9.48	-0.188604736	[M+Na]+
7.89	-0.730332031	[M+H]+
9.99	0.466801758	[M-H]-
9.64	-3.578068237	[M-H]-
7.477	-5.20098999	[M+Na]+
10.38	-0.265587158	[M+H]+
9.99	-3.359160156	[M+H]+
10.48	-2.130852051	[M+H]+
10.445	4.793635254	[M+Na]+
10.49	4.165253906	[M+Na]+
10	-12.66536011	[M+Na]+
9.914	-2.755102539	[M+H]+
9.98	5.293798828	[M+H]+
8.12	-1.326375732	[M+H]+
9.08	-1.031495361	[M+H]+
10.4	9.732281494	[M-H]-
9.45	2.032423096	[M+Na]+
10.35	-1.033468628	[M+Na]+
9.94	1.778929443	[M+H]+
9.67	-1.712340088	[M+Na]+
9.83	-0.886032104	[M+Na]+
8.65	0.202470703	[M+Na]+
8.87	-0.287181396	[M+Na]+
9.414	0.017652588	[M+Na]+
8.52	-0.381538696	[M-H]-
9.47	-4.924953613	[M+Na]+
10.39	6.591184082	[M-H]-
9.53	2.013461914	[M-H]-
9.305	-0.778641357	[M+H]+
9.914	2.417938843	[M+H]+
9.55	1.750595703	[M+H]+
10.055	0.221295776	[M-H]-
10.414	0.855750122	[M-H]-
9.914	1.374135742	[M+Na]+
10.15	-0.00369812	[M+H]+
9.88	2.603470459	[M-H]-
9.39	-3.072989502	[M+Na]+
10	-1.331618652	[M+H]+
9.52	-3.379478149	[M-H]-
9.45	-9.434387207	[M+Na]+
9.805	-1.560308838	[M+H]+
9.94	-13.58934326	[M+H]+
9.5	-4.723656006	[M+H]+
5.24	1.244790039	[M+Na]+
10.35	-4.422557373	[M+Na]+
9.39	1.640924072	[M-H]-
10.336	-5.08527771	[M-H]-
9.44	0.886080322	[M+H]+
8.945	5.422473145	[M-H]-
10.305	4.432398682	[M-H]-
10	-0.02845459	[M-H]-
10.22	-0.922506714	[M+H]+
10	1.17913208	[M+Na]+
9.89	-1.58182373	[M-H]-
9.95	-4.689404297	[M+H]+
9.914	-0.435321655	[M+Na]+
10.44	20.72682434	[M+Na]+
9.87	-0.974651489	[M+Na]+
7.01	-2.1152771	[M-H]-
9.805	3.214998779	[M+Na]+
10.24	5.854330444	[M+H]+
9.94	6.450396118	[M+H]+
9.22	-1.394423218	[M-H]-
7.695	9.573677979	[M+Na]+
6.805	-2.072874756	[M+H]+
10.44	2.004978027	[M+H]+
10	-0.296187744	[M+H]+
10.195	0.236385498	[M+Na]+
5.523	-0.469711914	[M+Na]+
9.586	-15.04162292	[M-H]-
7.555	0.48022522	[M-H]-
9.74	1.603693237	[M-H]-
8.23	3.064008789	[M-H]-
7.598	-6.510341187	[M+Na]+
9.695	-7.741029053	[M-H]-
4.695	0.73041748	[M+Na]+
9.87	1.022078247	[M-H]-
10	1.910614014	[M-H]-
9.67	-2.025341797	[M+Na]+
9.86	0.012609863	[M-H]-
9.945	-7.95496582	[M+Na]+
9.22	0.010147095	[M+H]+
9.72	-4.765374146	[M+H]+
10	-2.134046631	[M-H]-
5.957	1.200244141	[M+Na]+
9.92	6.631103516	[M+H]+
9.836	-3.541834106	[M-H]-
10.445	-1.168687744	[M+H]+
10.15	-1.533108521	[M+H]+
9.164	-2.431555786	[M+Na]+
9.9	-1.546994629	[M+H]+
9.85	-2.914700928	[M+Na]+
10.23	4.174769287	[M+H]+
9.11	1.712575684	[M-H]-
9.89	0.156446533	[M-H]-
9.75	-0.629289551	[M+H]+
9.22	4.363594971	[M+H]+
9.95	4.473549805	[M+Na]+
9.11	1.15142334	[M+H]+
9.17	2.236401367	[M+Na]+
7.664	-1.542943115	[M-H]-
9.61	-1.165378418	[M+Na]+
10.42	-8.262618408	[M+Na]+
10.28	-2.655986328	[M+H]+
7.76	-1.288913574	[M-H]-
9.94	4.460327148	[M-H]-
9.74	-6.844971924	[M-H]-
9.17	-3.03138855	[M-H]-
6.457	0.311497192	[M+Na]+
9.17	-3.615687256	[M-H]-
7.652	-2.025871582	[M+Na]+
9.94	7.072156982	[M-H]-
9.87	-0.350916138	[M+Na]+
9.695	-0.08659729	[M+Na]+
9.92	1.457905273	[M+H]+
9.76	-0.894596558	[M-H]-
9.27	2.275388184	[M+H]+
9.74	0.550194092	[M+H]+
9.94	-2.225024414	[M-H]-
10.26	-7.015524902	[M+Na]+
8.24	3.794022827	[M+H]+
9.53	-1.353092041	[M+H]+
9.87	3.525209961	[M+H]+
9.83	-3.606298218	[M+Na]+
9.85	-6.312709961	[M+H]+
10.445	-0.763600464	[M+H]+
9.98	-8.09003418	[M+H]+
9.61	-4.006206665	[M+H]+
9.89	-1.955661621	[M+Na]+
9.95	3.133102417	[M+H]+
10.51	1.906497803	[M+H]+
9.95	-3.396572876	[M-H]-
9.85	-1.345352783	[M+H]+
9.76	2.496657715	[M+H]+
9.02	-0.847645264	[M-H]-
10.05	-2.203184814	[M+H]+
9.95	3.777928467	[M+Na]+
10.45	-12.40283081	[M-H]-
8.89	-1.275360107	[M+H]+
10.02	2.420949707	[M+H]+
10.02	6.302042236	[M+Na]+
9.74	8.056449585	[M+H]+
7.39	2.226209717	[M-H]-
9.95	-0.758919678	[M+H]+
9.06	-3.833109131	[M-H]-
10.414	-2.310187988	[M+H]+
8.97	5.6740625	[M+Na]+
10.28	-2.65744873	[M-H]-
10.15	0.615059814	[M+H]+
10.26	-3.954199829	[M+H]+
9.61	-0.970862427	[M+Na]+
9.48	4.538562012	[M-H]-
10.305	-2.453875732	[M-H]-
10.25	-2.414877319	[M+H]+
7.78	-0.585075684	[M+H]+
9.62	-3.132855225	[M+H]+
9.33	0.499309082	[M+H]+
10	-2.871855469	[M+Na]+
9.67	-0.806854248	[M+Na]+
10.44	1.646086426	[M+H]+
10.15	-0.289686279	[M+H]+
9.805	2.293765869	[M+H]+
9.49	0.845322266	[M+Na]+
10	-0.999855347	[M-H]-
9.98	13.37954224	[M+Na]+
9.695	0.89619812	[M+Na]+
7.11	-0.289150391	[M+H]+
10.02	13.43848999	[M-H]-
10.25	0.725085449	[M-H]-
10.38	-8.143738403	[M-H]-
10.445	-5.700847168	[M-H]-
10	-7.48069519	[M-H]-
10.35	2.192052002	[M+Na]+
9.086	1.112301636	[M+Na]+
10.33	0.861029663	[M-H]-
9.945	4.628902588	[M-H]-
9.81	-3.952412109	[M+H]+
10.13	10.94354309	[M+Na]+
9.97	-0.728178711	[M+Na]+
8.305	0.740227051	[M-H]-
10.24	-3.766749878	[M-H]-
9.99	0.901854248	[M+H]+
9.87	1.867250977	[M+Na]+
10.25	9.679942627	[M-H]-
9.914	2.745654297	[M+Na]+
9.72	-1.27668457	[M+Na]+
10.15	-2.171078491	[M+H]+
10	-0.492924805	[M-H]-
9.37	-16.53595703	[M+Na]+
7.22	4.881339111	[M+Na]+
10.3	2.768844604	[M+Na]+
8.95	3.587649536	[M+H]+
9.95	-0.736137695	[M+H]+
9.78	2.498803711	[M-H]-
10.14	-2.717838135	[M-H]-
10.49	1.920844116	[M+H]+
9.26	-1.209732056	[M+Na]+
10.414	3.690943604	[M+Na]+
10.48	-3.385162354	[M+Na]+
9.445	-0.406708374	[M-H]-
9.305	7.791552124	[M+H]+
9.586	6.779697266	[M-H]-
9.78	0.633348389	[M+H]+
9.195	2.2219104	[M+H]+
9.97	4.560881348	[M+H]+
6.684	0.976759033	[M+H]+
10.03	-9.443886108	[M+H]+
9.85	12.44258911	[M-H]-
10	-0.492075195	[M+H]+
10.28	-8.757495117	[M-H]-
10.13	0.128151855	[M-H]-
9.95	0.663657227	[M+Na]+
10.36	-3.845689697	[M+H]+
9.695	1.370762329	[M+H]+
9.98	-0.73628418	[M-H]-
9.85	2.06916687	[M+H]+
7.13	10.38184265	[M-H]-
10	0.993588867	[M+H]+
9.73	-9.717416382	[M+Na]+
10.02	-8.043618774	[M+Na]+
9.73	-0.465597534	[M+H]+
9.55	11.73153625	[M+H]+
9.95	2.568048706	[M+H]+
8.28	-1.315254517	[M+Na]+
8.22	-2.034456177	[M-H]-
9.86	-6.462329102	[M-H]-
10.11	-0.791352539	[M-H]-
9.97	-4.199802246	[M+H]+
9.78	4.654526367	[M+H]+
10	4.53609375	[M-H]-
9.11	2.060455322	[M+H]+
10.48	5.668721924	[M+H]+
9.52	-2.233168945	[M+H]+
10.28	2.023336182	[M+H]+
6.25	-2.242526855	[M+H]+
9.39	0.318692627	[M+Na]+
9.78	-16.15227173	[M-H]-
9.9	4.799105225	[M-H]-
9.56	-1.662594604	[M+Na]+
9.8	-2.398547974	[M+H]+
10	-3.112694092	[M+H]+
9.74	0.315422363	[M-H]-
7.24	-1.262437134	[M+H]+
8.8	4.47916626	[M+Na]+
9.03	0.873027954	[M-H]-
10.31	-1.055006104	[M-H]-
10.12	-1.386773682	[M+H]+
9.83	-1.666097412	[M+H]+
10.48	2.284707642	[M-H]-
9.55	-2.237103271	[M+Na]+
10.44	6.894550781	[M-H]-
10.14	-1.999864502	[M+H]+
9.64	-2.62168335	[M+H]+
9.74	2.833314209	[M+H]+
9.83	1.058317871	[M+Na]+
5.89	0.895256348	[M+H]+
10.305	3.927255859	[M-H]-
8.5	6.274378662	[M+Na]+
10.27	-2.464199219	[M+H]+
7.39	-4.241014404	[M+H]+
10.23	-6.247781982	[M-H]-
10.11	2.075021973	[M+H]+
9.805	-1.548096924	[M+H]+
9.99	-3.017790527	[M+H]+
9.26	1.008144531	[M+Na]+
9.94	-1.245184326	[M+Na]+
9.48	2.964498901	[M-H]-
10.414	3.311850586	[M-H]-
10.01	-8.104904785	[M+H]+
9.89	8.011416016	[M-H]-
7.227	7.701719971	[M-H]-
10.086	4.526353149	[M+H]+
7.99	4.927047119	[M+H]+
9.72	0.536937256	[M+H]+
10.17	0.487894287	[M+Na]+
10.5	-2.878217163	[M+Na]+
7.78	-0.112783203	[M+Na]+
9.39	1.187636108	[M+H]+
9.45	-6.69262085	[M+H]+
8.414	-0.380986328	[M+H]+
9.99	2.501582031	[M+H]+
9.74	-1.173873291	[M+H]+
10.42	-2.717061768	[M+Na]+
9.76	0.734122314	[M+H]+
8.78	2.745568848	[M-H]-
9.11	-3.063847656	[M+Na]+
10.23	0.169217529	[M+H]+
9.94	-5.531697388	[M+Na]+
10.33	0.276131592	[M+H]+
9.94	-1.447756348	[M+H]+
6.805	-1.219154053	[M+H]+
10.445	6.933814697	[M-H]-
8.414	-16.65415039	[M+Na]+
10.02	-5.688018799	[M-H]-
10.06	-6.592036743	[M+Na]+
8.805	1.203034058	[M-H]-
9.67	5.98102417	[M+H]+
10.25	-2.641768799	[M+Na]+
8.086	1.006444092	[M+Na]+
8.77	4.250392456	[M+H]+
9.63	-1.916728516	[M+H]+
10.25	0.706564941	[M-H]-
9.78	-0.928527832	[M+H]+
9.95	-0.09802063	[M+H]+
9.28	-0.430181885	[M+H]+
9.6	2.634876709	[M+H]+
9.45	1.30887085	[M+Na]+
9.42	-1.483964844	[M+Na]+
9.85	-5.041165771	[M+Na]+
9.89	0.892658691	[M+H]+
9.74	-4.879350586	[M+Na]+
8.2	1.068106079	[M+H]+
9.914	-0.811966553	[M+Na]+
9.35	-5.362802124	[M+Na]+
9.805	-2.067526245	[M+Na]+
9.95	1.888391113	[M+Na]+
9.914	12.52658813	[M+H]+
9.83	-1.65423584	[M+H]+
10.31	-3.775880127	[M+Na]+
9.95	1.443516846	[M+H]+
9.3	-0.36894043	[M-H]-
9.94	-0.178082275	[M+H]+
9.28	1.260548096	[M-H]-
6.824	-0.291473999	[M-H]-
10.45	3.521342773	[M-H]-
8.67	4.511166992	[M-H]-
7.543	-0.174303589	[M+Na]+
10.3	-4.288478394	[M+H]+
9.89	-9.355706177	[M+Na]+
10.13	-8.512164917	[M-H]-
9.9	0.306282349	[M+H]+
10.24	0.790249023	[M+Na]+
9.99	4.95625	[M+Na]+
9.95	3.882080078	[M-H]-
9.92	1.659816895	[M-H]-
9.72	-4.742420654	[M-H]-
10.086	9.027528687	[M-H]-
10.19	3.175194092	[M+Na]+
10.3	-7.461043701	[M+H]+
9.914	5.370858154	[M-H]-
9.74	-3.701705933	[M+H]+
10	-5.061177979	[M+Na]+
9.914	-7.72604126	[M-H]-
10	-0.236445312	[M+H]+
9.89	-8.271522217	[M-H]-
10.164	-6.731856689	[M+H]+
9.98	-14.3609845	[M-H]-
9.72	-0.973646851	[M+H]+
9.67	1.410241699	[M+Na]+
9.87	3.524449463	[M+H]+
9.94	-0.958441772	[M-H]-
10.22	10.3428009	[M-H]-
9.76	2.717765503	[M+Na]+
10.414	-2.392385864	[M+H]+
9.19	-1.172575684	[M-H]-
9.88	-2.965998535	[M+H]+
9.76	3.34482666	[M+H]+
9.36	2.0012146	[M+H]+
9.836	3.591253662	[M+H]+
9.36	-8.161733398	[M+Na]+
9.85	-2.610019531	[M+H]+
9.36	15.71649414	[M-H]-
9.73	-2.897983398	[M+H]+
10.38	-3.045112305	[M+H]+
10.26	0.50449585	[M+H]+
10	-4.653417969	[M-H]-
10.15	-0.71350647	[M+Na]+
9.914	-7.951827393	[M+H]+
9.95	6.254785156	[M+Na]+
9.94	-4.721123657	[M+H]+
10	1.491496582	[M+H]+
9.76	0.648448486	[M-H]-
10.42	-0.310639648	[M+Na]+
10.3	-3.36437561	[M+Na]+
9.89	-4.051187744	[M-H]-
9.83	-0.893671875	[M-H]-
10.47	-3.874272461	[M-H]-
9.72	-7.380523682	[M+H]+
9.83	-1.388778076	[M-H]-
9.414	0.244945679	[M+H]+
9.85	2.677979736	[M+H]+
9.98	-2.017178955	[M+H]+
8.83	1.068980713	[M-H]-
9.83	-6.276177979	[M+H]+
10	-0.569119873	[M-H]-
9.76	6.237914429	[M-H]-
10.39	2.164592285	[M+H]+
10	2.115424805	[M+H]+
10.336	-2.215111084	[M+Na]+
9.87	-3.182813721	[M+H]+
9.33	4.210803223	[M+Na]+
10.47	6.418199463	[M+H]+
8.164	2.355940552	[M+Na]+
10.33	1.260667725	[M+H]+
7.402	0.07647583	[M+H]+
9.914	-3.064719238	[M+H]+
10.23	6.655913086	[M-H]-
9.28	-1.613101807	[M+H]+
7.695	3.730175781	[M+Na]+
10.37	-0.959193115	[M+H]+
6.78	2.901098633	[M-H]-
9.945	-4.676943359	[M-H]-
8.25	11.52380798	[M+Na]+
9.65	2.687293701	[M+H]+
10	1.061165771	[M+Na]+
9.76	-2.331879883	[M+H]+
9.99	-5.485654297	[M-H]-
10.14	-4.000672607	[M+Na]+
9.78	-3.942393799	[M-H]-
8.414	1.358547363	[M+Na]+
9.836	3.558859863	[M-H]-
9.78	2.42404541	[M+H]+
9.47	1.081009521	[M+H]+
10.45	-5.869084473	[M+H]+
7.957	20.1411438	[M+Na]+
8.67	-5.87284668	[M-H]-
10.15	1.909301758	[M-H]-
9.97	-3.645159302	[M+H]+
8.76	-0.223273315	[M+H]+
10	3.393338623	[M+H]+
9.6	-2.374689941	[M+H]+
10.02	-7.351879272	[M+H]+
10.44	-2.305133057	[M+H]+
9.97	-10.20918457	[M+Na]+
9.95	-2.690522461	[M+Na]+
8.805	-0.380936279	[M+Na]+
9.805	0.215557861	[M-H]-
9.586	1.24935791	[M-H]-
7.957	-1.631699829	[M-H]-
10.195	-9.648344727	[M+Na]+
8.805	3.596159668	[M+H]+
9.5	3.995062256	[M+Na]+
10	3.711300049	[M+H]+
10.37	1.633084717	[M+H]+
10	1.485269775	[M+H]+
7.316	1.791873779	[M+Na]+
9.98	-2.689052124	[M+Na]+
8	1.047379761	[M+H]+
9.98	-0.419257813	[M+Na]+
10.5	0.353937988	[M-H]-
10.33	-0.242478027	[M-H]-
9.81	1.705689697	[M+H]+
7.977	28.03157471	[M-H]-
10.336	-3.92130249	[M+H]+
10.22	-2.424647217	[M+H]+
8.24	2.109905396	[M+Na]+
10	-4.655811768	[M+H]+
7.01	-1.698383179	[M+H]+
10.48	8.30175415	[M+Na]+
9.305	0.152356567	[M+H]+
10.1	-0.172539062	[M+H]+
10.35	-2.107624512	[M+Na]+
9.805	-0.649295654	[M+H]+
10	-3.975964355	[M+H]+
10.414	13.83135498	[M+H]+
10.3	-4.535887451	[M-H]-
9.49	3.378577881	[M+H]+
9.67	1.361998901	[M-H]-
9.98	-8.344249268	[M-H]-
9.86	-0.719395752	[M-H]-
9.77	4.211843262	[M-H]-
10.414	-2.040910645	[M-H]-
9.45	3.60020752	[M-H]-
9.805	-0.291055298	[M+Na]+
10.14	6.171539307	[M-H]-
9.64	-2.693984985	[M+H]+
9.94	-3.39430481	[M+H]+
9.95	-2.548466187	[M+Na]+
9.94	-0.371994629	[M-H]-
9.85	1.835184326	[M+Na]+
9.24	-2.460015259	[M+Na]+
10.14	0.416745605	[M-H]-
10	7.068236084	[M-H]-
9.83	2.473994141	[M+Na]+
9.94	3.681484375	[M-H]-
9.85	1.46935791	[M-H]-
9.164	-0.895973511	[M-H]-
9.67	1.825058594	[M+H]+
9.56	4.30355835	[M+H]+
9.5	-2.490286255	[M+H]+
7.805	3.089415283	[M+H]+
9.69	7.005111694	[M-H]-
9.49	-0.721113281	[M-H]-
10.06	-0.958724365	[M-H]-
8.85	-2.411622314	[M+H]+
9.98	-0.554549561	[M+Na]+
10.22	3.612526245	[M-H]-
10.055	-1.818053589	[M+Na]+
10.28	3.279035645	[M-H]-
10.445	-1.301381836	[M+H]+
8	2.594778442	[M-H]-
10	3.684264526	[M+Na]+
9.92	-1.539025269	[M+H]+
8.94	3.126469116	[M+H]+
9.95	-12.54845703	[M-H]-
10.13	-2.411071777	[M+H]+
7.61	1.015060425	[M+H]+
10.26	5.436978149	[M+H]+
10.45	4.957172852	[M+H]+
8.52	1.889533691	[M+H]+
10.15	12.34842896	[M+H]+
10	1.119822998	[M+Na]+
9.52	-2.473968506	[M-H]-
10.27	2.97522583	[M+Na]+
10.33	2.970570068	[M-H]-
10	1.18463501	[M-H]-
9.89	2.230916748	[M+Na]+
10.305	-12.7308667	[M+H]+
8.85	3.593399658	[M-H]-
9.914	3.058493652	[M+H]+
7.75	-1.531196289	[M-H]-
10.23	8.482762451	[M-H]-
10.28	7.34208374	[M-H]-
9.88	2.70637085	[M+H]+
9.33	-4.739085693	[M+H]+
8.65	0.360359497	[M+Na]+
10.3	-3.935791016	[M+Na]+
9.39	-0.004768677	[M+H]+
10.15	2.329222412	[M+Na]+
9.75	-2.765002441	[M+H]+
10.49	3.912025146	[M+H]+
9.75	0.139744263	[M+Na]+
10.45	-4.824841309	[M-H]-
7.37	2.027103882	[M-H]-
9.78	-1.196210938	[M+Na]+
8.9	0.756625977	[M-H]-
8.44	-0.36944519	[M-H]-
10.22	4.124920654	[M-H]-
10	12.35621704	[M-H]-
10.27	-0.25819458	[M+Na]+
9.97	-6.26029541	[M+Na]+
9.85	2.009946899	[M+H]+
9.22	0.740822754	[M+Na]+
9.89	0.177229004	[M+H]+
8.85	1.572352295	[M+Na]+
9.94	-20.90825623	[M-H]-
9.7	1.78449707	[M+Na]+
10.28	7.637987061	[M-H]-
10.01	-7.553414307	[M+Na]+
10.38	-13.3883844	[M-H]-
10.26	-3.200934448	[M-H]-
9.99	0.960688477	[M+H]+
9.89	-10.17664917	[M-H]-
9.74	-1.809348145	[M+H]+
10.03	-0.184533081	[M+H]+
9.805	1.302902832	[M+H]+
9.87	9.915571289	[M+Na]+
9.914	-1.591682129	[M-H]-
9.37	2.551921387	[M+Na]+
8.73	1.643041382	[M+Na]+
10.39	0.188687744	[M-H]-
9.69	4.103308105	[M+H]+
9.45	1.478882446	[M+Na]+
9.88	5.273193359	[M-H]-
7.652	-6.947706299	[M-H]-
8.95	-5.7699646	[M-H]-
10.19	0.526705322	[M+Na]+
9.87	-4.632631836	[M+H]+
8.73	0.944592285	[M+Na]+
10.13	-0.807113037	[M+Na]+
6.63	-3.733327637	[M+H]+
10.11	-8.874927979	[M-H]-
10	1.818071289	[M+Na]+
9.78	-1.177730713	[M+Na]+
9.62	-2.096782227	[M+H]+
9.65	2.222584839	[M-H]-
8.555	6.660346069	[M-H]-
9.914	-0.37361145	[M-H]-
9.94	-5.84425415	[M+H]+
9.49	2.490367432	[M+Na]+
9.45	4.206182861	[M-H]-
9.98	1.864416504	[M-H]-
7.977	-2.004173584	[M-H]-
8.67	0.741646118	[M-H]-
9.65	2.645038452	[M+H]+
9.74	0.221362305	[M-H]-
9.72	0.041594849	[M+H]+
10.17	2.37402832	[M-H]-
9.52	-3.707352295	[M+Na]+
9.98	-8.186566162	[M+H]+
9.67	-1.869818726	[M+H]+
9.61	1.8190448	[M+H]+
7.26	1.583317871	[M+Na]+
9.836	-16.43256104	[M-H]-
10.5	-1.913739014	[M-H]-
10.42	-1.607404175	[M+H]+
9.95	3.587351074	[M-H]-
9.98	-1.163786621	[M+Na]+
9.72	-5.344287109	[M+H]+
9.95	-1.611555786	[M+Na]+
7.51	1.267645264	[M+Na]+
9.65	4.601682129	[M-H]-
9.52	3.547785034	[M+H]+
10.445	0.996069336	[M+H]+
9.94	10.01390259	[M+Na]+
7.89	-0.109246826	[M-H]-
9.98	8.917716675	[M+Na]+
9.69	6.189873047	[M+Na]+
9.98	-1.496973877	[M+Na]+
9.7	-2.435356445	[M+H]+
9.695	2.950693359	[M-H]-
10.36	-8.895209961	[M+H]+
9.77	8.995791016	[M+H]+
9.945	-4.842606201	[M+H]+
10.2	-1.549012451	[M-H]-
9.664	-0.022247314	[M+Na]+
10.445	4.253203735	[M-H]-
10.23	0.917646484	[M+Na]+
9.85	4.449946289	[M+H]+
9.94	3.458902588	[M+H]+
9.805	1.875844727	[M+H]+
7.914	-1.223566895	[M+H]+
10.02	-4.478808594	[M-H]-
10.06	-1.310251465	[M+H]+
10.414	-9.712380371	[M+H]+
10.39	5.654788818	[M-H]-
9.74	5.066644897	[M-H]-
9.305	-1.502524414	[M+Na]+
9.08	2.403311768	[M+H]+
9.805	4.445375977	[M+H]+
10.26	6.036424561	[M+H]+
7.957	-8.598265381	[M+H]+
9.87	1.922906494	[M-H]-
9.83	-4.626408691	[M+Na]+
9.48	-14.21698792	[M-H]-
10.15	-1.604619751	[M+H]+
10.39	-3.567626343	[M-H]-
9.97	2.741600342	[M-H]-
9.63	3.294718018	[M-H]-
9.78	0.286971436	[M-H]-
10.24	5.040930176	[M+Na]+
9.914	2.164880371	[M+H]+
9.48	2.636101074	[M+H]+
10	-1.357107544	[M+Na]+
9.83	-2.601000977	[M+H]+
10.1	-10.16224792	[M+Na]+
8.56	-2.086078491	[M-H]-
9.12	2.14328064	[M+H]+
9.63	1.286065063	[M-H]-
7.61	-0.363430176	[M+H]+
10.305	2.938150635	[M-H]-
9.85	6.387642212	[M-H]-
9.61	-0.665852051	[M+Na]+
10.42	3.152409668	[M+Na]+
10.31	-1.588345947	[M+H]+
10.055	-4.06614624	[M-H]-
9.26	0.904000854	[M-H]-
10	-11.824104	[M+H]+
10.13	-0.257706909	[M+H]+
8.61	-1.699708252	[M+Na]+
7.695	3.69390564	[M+Na]+
9.695	-9.701278076	[M-H]-
10.1	-3.948376465	[M+H]+
9.76	5.6290271	[M+Na]+
9.78	0.176365967	[M+H]+
10.28	4.369002686	[M+Na]+
10.25	1.258286743	[M+H]+
9.586	-1.159359131	[M+Na]+
9.65	10.25625305	[M-H]-
9.23	0.60217041	[M+Na]+
9.89	-2.24645874	[M+H]+
8.95	3.613342285	[M+Na]+
10.33	1.943145752	[M+Na]+
9.39	0.099524536	[M+H]+
9.94	4.667606812	[M-H]-
9.5	2.637258911	[M+Na]+
9.36	-2.786835938	[M+H]+
10.45	-0.196226807	[M+H]+
8.63	6.59E-05	[M+Na]+
10.22	3.562844238	[M+H]+
10	2.840184326	[M+Na]+
9.56	-1.294396362	[M-H]-
10	-4.687520752	[M+H]+
10.24	1.165814209	[M+Na]+
9.99	3.566868896	[M+H]+
9.85	-3.906011963	[M+H]+
9.4	1.333453369	[M+Na]+
10.305	-1.811858521	[M+H]+
10	-8.231236572	[M+H]+
10	-5.657056885	[M+H]+
9.77	-5.85901062	[M-H]-
10	-2.113010864	[M-H]-
10.49	-5.470180664	[M+H]+
9.914	-0.290119629	[M+H]+
10.02	-0.674924316	[M-H]-
9.87	-2.447530518	[M+H]+
9.45	0.094066162	[M+H]+
9.86	0.942099609	[M-H]-
10	-2.597589111	[M+Na]+
9.98	-0.454395142	[M-H]-
10.414	-1.705661621	[M-H]-
10.27	3.797928467	[M+H]+
9.81	-0.62331665	[M-H]-
9.76	-1.104933472	[M+H]+
9.586	6.955853271	[M+H]+
9.19	-3.478618164	[M+H]+
10.31	2.936502686	[M-H]-
9.78	-1.161083984	[M-H]-
9.99	-0.563470459	[M+Na]+
9.89	0.162651367	[M-H]-
9.98	-2.189493408	[M+H]+
10.47	0.324512939	[M+H]+
9.8	-2.516025391	[M-H]-
9.95	-7.111621094	[M+Na]+
10.14	-5.011289062	[M-H]-
10	-4.800983887	[M+H]+
9.72	-10.21519287	[M-H]-
9.22	13.1185907	[M-H]-
9.94	1.604439697	[M-H]-
9.67	-0.43468689	[M+H]+
10.33	2.214408569	[M-H]-
9.37	-1.201204834	[M+Na]+
9.92	-1.373584595	[M+H]+
10.445	-4.012110596	[M-H]-
9.414	6.396213379	[M-H]-
8.51	-3.579082031	[M-H]-
9.95	1.726120605	[M+H]+
10.1	-17.1034021	[M-H]-
9.95	-7.279365234	[M+H]+
5.793	0.151032104	[M+H]+
10.445	-1.757543945	[M-H]-
9.42	-2.223837891	[M-H]-
10.4	-6.550350952	[M+H]+
9.65	-1.783439941	[M-H]-
9.72	3.432574463	[M+Na]+
9.86	-1.077441406	[M+Na]+
9.98	-14.13795654	[M+H]+
7.934	-3.564985962	[M+H]+
10.37	0.937896118	[M+Na]+
9.92	1.487440186	[M-H]-
8	-3.10545166	[M-H]-
9.65	3.509865723	[M+Na]+
6.26	-0.822924805	[M+Na]+
9.73	-3.622094116	[M-H]-
9.89	6.073583374	[M-H]-
8.24	-0.70953064	[M+Na]+
8.64	0.313846436	[M+Na]+
9.94	2.717734375	[M-H]-
8.08	-3.167922363	[M-H]-
6.523	-0.773085938	[M+H]+
